date,Time,Count15,Count30,Count60,weekday,zone,timestamp,sequence,tag,lane,speed(kph),average_speed(kph),direction,class_number,class_name,axle_count,wheelbase(m),length(m),presence,width(m),distance(m),min_distance(m),max_distance(m),VC15,VC30,VC60
2/9/2014,3:57:04 AM,12:33:20,15:03:20,20:03:20,Sunday,,1391918224,,,Lane 2,132.4,132.2,>,1,Short Vehicle,2,2.769,,,13.8,63.4,56.4,70.4,0,0,268
2/9/2014,3:57:06 AM,12:48:20,15:33:20,21:03:20,Sunday,,1391918226,,,Lane 1,90.3,90.3,>,3,Two Axle Truck or Bus,2,3.37,,,10.8,35.2,28.8,41.6,0,0,97
2/9/2014,3:57:18 AM,13:03:20,16:03:20,22:03:20,Sunday,,1391918238,,,Lane 2,126.3,126.1,>,1,Short Vehicle,2,2.966,,,13.8,58.9,51.9,66,0,0,92
2/9/2014,3:57:21 AM,13:18:20,16:33:20,23:03:20,Sunday,,1391918241,,,Lane 1,62.4,62.5,>,4,Three Axle Truck or Bus,3,6.062,,,14.3,27.2,18.2,36.3,0,0,0
2/9/2014,3:57:26 AM,13:33:20,17:03:20,0:03:20,Sunday,,1391918246,,,Lane 2,107.3,107.2,>,1,Short Vehicle,2,2.846,,,15.7,51.8,43.8,59.8,0,0,0
2/9/2014,3:57:27 AM,13:48:20,17:33:20,1:03:20,Sunday,,1391918247,,,Lane 2,112.3,112.2,>,1,Short Vehicle,2,3.169,,,13.8,65.1,58,72.3,0,0,0
2/9/2014,3:57:35 AM,14:03:20,18:03:20,2:03:20,Sunday,,1391918255,,,Lane 2,106.6,106.5,>,1,Short Vehicle,2,2.773,,,13.3,63,56.2,69.9,0,0,0
2/9/2014,3:57:37 AM,14:18:20,18:33:20,3:03:20,Sunday,,1391918257,,,Lane 1,70.6,70.7,>,1,Short Vehicle,2,2.931,,,14.8,27.4,19.2,35.5,0,0,38
2/9/2014,3:57:38 AM,14:33:20,19:03:20,4:03:20,Sunday,,1391918258,,,Lane 2,96.5,96.5,>,1,Short Vehicle,2,2.758,,,14.9,57.8,50.3,65.3,0,0,219
2/9/2014,3:57:44 AM,14:48:20,19:33:20,5:03:20,Sunday,,1391918264,,,Lane 1,95.4,95.5,>,1,Short Vehicle,2,3.108,,,15.4,33.2,25.5,41,0,0,177
2/9/2014,3:57:49 AM,15:03:20,20:03:20,6:03:20,Sunday,,1391918269,,,Lane 2,120.9,120.8,>,1,Short Vehicle,2,2.999,,,13.7,64.9,57.9,72,0,0,181
2/9/2014,3:57:56 AM,15:18:20,20:33:20,7:03:20,Sunday,,1391918276,,,Lane 1,91.1,91,>,1,Short Vehicle,2,3.082,,,14.7,30.1,22.7,37.5,0,0,204
2/9/2014,3:58:03 AM,15:33:20,21:03:20,8:03:20,Sunday,,1391918283,,,Lane 1,93.5,93.6,>,1,Short Vehicle,2,2.569,,,13.4,27.7,20.9,34.5,0,0,198
2/9/2014,3:58:03 AM,15:48:20,21:33:20,9:03:20,Sunday,,1391918283,,,Lane 2,106.7,106.7,>,1,Short Vehicle,2,2.801,,,14.9,64.1,56.5,71.6,0,0,172
2/9/2014,3:58:10 AM,16:03:20,22:03:20,10:03:20,Sunday,,1391918290,,,Lane 1,109.4,109.3,>,1,Short Vehicle,2,2.908,,,13.4,30.1,23.3,36.8,0,0,528
2/9/2014,3:58:10 AM,16:18:20,22:33:20,11:03:20,Sunday,,1391918290,,,Lane 2,123.3,123.3,>,1,Short Vehicle,2,2.801,,,14.1,63.4,56,70.8,0,0,595
2/9/2014,3:58:13 AM,16:33:20,23:03:20,12:03:20,Sunday,,1391918293,,,Lane 1,86.8,86.8,>,1,Short Vehicle,2,2.993,,,13.8,28.3,21.3,35.3,0,0,767
2/9/2014,3:58:28 AM,16:48:20,23:33:20,13:03:20,Sunday,,1391918308,,,Lane 2,131.8,131.9,>,1,Short Vehicle,2,2.767,,,13.2,63.2,56.5,69.9,0,0,803
2/9/2014,3:58:31 AM,17:03:20,0:03:20,14:03:20,Sunday,,1391918311,,,Lane 1,68.4,68.5,>,3,Two Axle Truck or Bus,2,3.343,,,15.9,27.2,18.9,35.4,0,0,737
2/9/2014,3:58:39 AM,17:18:20,0:33:20,15:03:20,Sunday,,1391918319,,,Lane 2,130.3,130.6,>,1,Short Vehicle,2,2.852,,,15.1,48.5,40.8,56.2,0,0,691
2/9/2014,3:58:59 AM,17:33:20,1:03:20,16:03:20,Sunday,,1391918339,,,Lane 2,137.5,137.2,>,1,Short Vehicle,2,2.77,,,14,64.7,57.6,71.9,0,0,641
2/9/2014,3:59:20 AM,17:48:20,1:33:20,17:03:20,Sunday,,1391918360,,,Lane 2,144.1,143.9,>,1,Short Vehicle,2,2.849,,,13.5,58.4,51.5,65.3,0,0,746
2/9/2014,3:59:52 AM,18:03:20,2:03:20,18:03:20,Sunday,,1391918392,,,Lane 1,130.3,130.3,>,3,Two Axle Truck or Bus,2,3.654,,,15.6,31.9,23.7,40,0,0,758
2/9/2014,3:59:52 AM,18:18:20,2:33:20,19:03:20,Sunday,,1391918392,,,Lane 2,155.1,154.9,>,1,Short Vehicle,2,2.961,,,14.4,66.5,58.9,74,0,0,527
2/9/2014,3:59:55 AM,18:33:20,3:03:20,20:03:20,Sunday,,1391918395,,,Lane 1,120.6,120.3,>,1,Short Vehicle,2,2.922,,,13.6,30.3,23.1,37.4,0,0,268
2/9/2014,4:00:01 AM,18:48:20,3:33:20,21:03:20,Sunday,,1391918401,,,Lane 2,123.7,123.8,>,1,Short Vehicle,2,2.787,,,13.1,62.3,55.7,68.8,0,0,97
2/9/2014,4:00:03 AM,19:03:20,4:03:20,22:03:20,Sunday,,1391918403,,,Lane 1,108.7,108.8,>,1,Short Vehicle,2,2.715,,,12.5,38,31.5,44.4,0,0,92
2/9/2014,4:00:07 AM,19:18:20,4:33:20,23:03:20,Sunday,,1391918407,,,Lane 2,129.5,129.6,>,1,Short Vehicle,2,2.769,,,14.2,57.9,50.8,65,0,0,0
2/9/2014,4:00:37 AM,19:33:20,5:03:20,0:03:20,Sunday,,1391918437,,,Lane 2,102.9,102.8,>,1,Short Vehicle,2,3.087,,,14.3,60.5,53.2,67.9,0,0,0
2/9/2014,4:01:10 AM,19:48:20,5:33:20,1:03:20,Sunday,,1391918470,,,Lane 2,117.8,117.8,>,1,Short Vehicle,2,2.95,,,14.4,59.1,51.7,66.5,0,0,0
2/9/2014,4:01:22 AM,20:03:20,6:03:20,2:03:20,Sunday,,1391918482,,,Lane 2,110.4,110.3,>,1,Short Vehicle,2,2.597,,,13.5,62.8,55.8,69.9,0,0,0
2/9/2014,4:01:22 AM,20:18:20,6:33:20,3:03:20,Sunday,,1391918482,,,Lane 1,94,94,>,1,Short Vehicle,2,2.851,,,14.4,30.9,23,38.7,0,0,14
2/9/2014,4:01:25 AM,20:33:20,7:03:20,4:03:20,Sunday,,1391918485,,,Lane 2,143,143,>,1,Short Vehicle,2,2.848,,,15.6,60.7,52.7,68.8,0,0,219
2/9/2014,4:01:34 AM,20:48:20,7:33:20,5:03:20,Sunday,,1391918494,,,Lane 1,81.5,81.5,>,1,Short Vehicle,2,2.938,,,12.9,23.3,16.6,30.1,0,0,177
2/9/2014,4:01:42 AM,21:03:20,8:03:20,6:03:20,Sunday,,1391918502,,,Lane 2,134.1,134.1,>,1,Short Vehicle,2,2.84,,,14.1,60.9,53.8,68,0,0,181
2/9/2014,4:01:51 AM,21:18:20,8:33:20,7:03:20,Sunday,,1391918511,,,Lane 2,114.1,114.1,>,1,Short Vehicle,2,2.852,,,13.4,57.8,50.4,65.1,0,0,204
2/9/2014,4:01:57 AM,21:33:20,9:03:20,8:03:20,Sunday,,1391918517,,,Lane 2,117.2,117.4,>,1,Short Vehicle,2,3.143,,,16.1,44.9,36.8,53,0,0,198
2/9/2014,4:02:10 AM,21:48:20,9:33:20,9:03:20,Sunday,,1391918530,,,Lane 1,105.8,105.7,>,1,Short Vehicle,2,2.789,,,13.3,33.7,27,40.4,0,0,172
2/9/2014,4:02:20 AM,22:03:20,10:03:20,10:03:20,Sunday,,1391918540,,,Lane 1,112.9,113.1,>,1,Short Vehicle,2,2.853,,,15.1,38.1,30.6,45.7,0,0,528
2/9/2014,4:02:29 AM,22:18:20,10:33:20,11:03:20,Sunday,,1391918549,,,Lane 2,114.4,114.1,>,1,Short Vehicle,2,3.023,,,14.6,55.1,47.7,62.6,0,0,595
2/9/2014,4:02:33 AM,22:33:20,11:03:20,12:03:20,Sunday,,1391918553,,,Lane 2,127.8,127.6,>,1,Short Vehicle,2,2.703,,,14.7,62.4,55,69.8,0,0,767
2/9/2014,4:02:38 AM,22:48:20,11:33:20,13:03:20,Sunday,,1391918558,,,Lane 1,106,105.9,>,3,Two Axle Truck or Bus,2,3.371,,,14.1,30.2,22.5,37.9,0,0,803
2/9/2014,4:02:59 AM,23:03:20,12:03:20,14:03:20,Sunday,,1391918579,,,Lane 1,105.5,105.3,>,1,Short Vehicle,2,2.662,,,14.3,31.1,23.8,38.3,0,0,737
2/9/2014,4:03:07 AM,23:18:20,12:33:20,15:03:20,Sunday,,1391918587,,,Lane 2,111.8,111.7,>,1,Short Vehicle,2,2.771,,,13.9,57.1,50.1,64.1,0,0,691
2/9/2014,4:03:15 AM,23:33:20,13:03:20,16:03:20,Sunday,,1391918595,,,Lane 2,93.5,93.2,>,1,Short Vehicle,2,2.525,,,13.8,50,43.1,57,0,0,641
2/9/2014,4:03:36 AM,23:48:20,13:33:20,17:03:20,Sunday,,1391918616,,,Lane 2,136.7,136.6,>,1,Short Vehicle,2,2.354,,,11.5,46.7,40.8,52.5,0,0,746
2/9/2014,4:03:42 AM,0:03:20,14:03:20,18:03:20,Sunday,,1391918622,,,Lane 1,100.1,99.9,>,1,Short Vehicle,2,2.529,,,12.5,31,24.5,37.4,0,0,758
2/9/2014,4:03:49 AM,0:18:20,14:33:20,19:03:20,Sunday,,1391918629,,,Lane 2,112,112,>,1,Short Vehicle,2,2.651,,,13.1,61.4,54.8,68.1,0,0,527
2/9/2014,4:03:49 AM,0:33:20,15:03:20,20:03:20,Sunday,,1391918629,,,Lane 1,97.4,97.5,>,1,Short Vehicle,2,2.778,,,14.4,26.9,19.7,34.1,0,0,268
2/9/2014,4:03:55 AM,0:48:20,15:33:20,21:03:20,Sunday,,1391918635,,,Lane 2,104.3,104.3,>,1,Short Vehicle,2,3.088,,,13.2,58.9,51.8,66,0,0,97
2/9/2014,4:04:12 AM,1:03:20,16:03:20,22:03:20,Sunday,,1391918652,,,Lane 2,131.8,132,>,3,Two Axle Truck or Bus,2,3.647,,,14.1,57.8,50.7,64.9,0,0,92
2/9/2014,4:04:53 AM,1:18:20,16:33:20,23:03:20,Sunday,,1391918693,,,Lane 1,79.5,79.5,>,3,Two Axle Truck or Bus,2,3.343,,,15.2,25.7,17.7,33.7,0,0,0
2/9/2014,4:05:00 AM,1:33:20,17:03:20,0:03:20,Sunday,,1391918700,,,Lane 1,98.2,98.1,>,1,Short Vehicle,2,2.403,,,12.5,34.4,27.6,41.2,0,0,0
2/9/2014,4:05:08 AM,1:48:20,17:33:20,1:03:20,Sunday,,1391918708,,,Lane 1,110.9,110.8,>,1,Short Vehicle,2,2.722,,,14.3,36.1,28.6,43.6,0,0,0
2/9/2014,4:05:13 AM,2:03:20,18:03:20,2:03:20,Sunday,,1391918713,,,Lane 1,86.9,86.9,>,1,Short Vehicle,2,3.184,,,12.8,32.2,25.3,39.1,0,0,0
2/9/2014,4:05:52 AM,2:18:20,18:33:20,3:03:20,Sunday,,1391918752,,,Lane 1,62.7,62.7,>,3,Two Axle Truck or Bus,2,3.357,,,15.4,30.5,22.5,38.6,0,0,0
2/9/2014,4:05:57 AM,2:33:20,19:03:20,4:03:20,Sunday,,1391918757,,,Lane 2,115.2,115.2,>,1,Short Vehicle,2,3.116,,,16.6,56.6,48.2,64.9,0,0,208
2/9/2014,4:06:16 AM,2:48:20,19:33:20,5:03:20,Sunday,,1391918776,,,Lane 1,125.2,125.3,>,1,Short Vehicle,2,2.855,,,13.1,40.2,33,47.5,0,0,177
2/9/2014,4:06:30 AM,3:03:20,20:03:20,6:03:20,Sunday,,1391918790,,,Lane 2,148.9,148.3,>,1,Short Vehicle,2,2.908,,,13.6,59,52,66,0,0,181
2/9/2014,4:06:33 AM,3:18:20,20:33:20,7:03:20,Sunday,,1391918793,,,Lane 1,114.1,114.1,>,1,Short Vehicle,2,3.026,,,16.1,30.2,22,38.5,0,0,204
2/9/2014,4:06:40 AM,3:33:20,21:03:20,8:03:20,Sunday,,1391918800,,,Lane 1,133.6,133.7,>,1,Short Vehicle,2,2.826,,,14.3,33,25.7,40.2,0,0,198
2/9/2014,4:07:16 AM,3:48:20,21:33:20,9:03:20,Sunday,,1391918836,,,Lane 1,105.2,104.9,>,3,Two Axle Truck or Bus,2,5.552,,,16.7,25.2,16.5,34,0,0,172
2/9/2014,4:07:16 AM,4:03:20,22:03:20,10:03:20,Sunday,,1391918836,,,Lane 2,122.2,122.1,>,1,Short Vehicle,2,2.689,,,15,58.8,51.2,66.4,0,0,528
2/9/2014,4:08:24 AM,4:18:20,22:33:20,11:03:20,Sunday,,1391918904,,,Lane 2,140.6,140.3,>,1,Short Vehicle,2,2.749,,,13.7,59,51.7,66.3,0,0,595
2/9/2014,4:08:29 AM,4:33:20,23:03:20,12:03:20,Sunday,,1391918909,,,Lane 1,115.3,115.4,>,1,Short Vehicle,2,2.563,,,13.8,26.6,19.6,33.6,0,0,767
2/9/2014,4:08:53 AM,4:48:20,23:33:20,13:03:20,Sunday,,1391918933,,,Lane 2,168.6,168.9,>,1,Short Vehicle,2,2.78,,,14.6,58.7,51.3,66.2,0,0,803
2/9/2014,4:09:25 AM,5:03:20,0:03:20,14:03:20,Sunday,,1391918965,,,Lane 2,157.3,157,>,1,Short Vehicle,2,2.96,,,13.4,58.2,50.9,65.5,0,0,737
2/9/2014,4:09:30 AM,5:18:20,0:33:20,15:03:20,Sunday,,1391918970,,,Lane 2,140.7,140.6,>,1,Short Vehicle,2,3.015,,,15.4,57.8,50,65.6,0,0,691
2/9/2014,4:09:40 AM,5:33:20,1:03:20,16:03:20,Sunday,,1391918980,,,Lane 1,121.6,121.6,>,1,Short Vehicle,2,2.853,,,15.4,34,26.3,41.8,0,0,641
2/9/2014,4:09:45 AM,5:48:20,1:33:20,17:03:20,Sunday,,1391918985,,,Lane 2,125,124.8,>,1,Short Vehicle,2,2.921,,,13.7,59.5,52.5,66.5,0,0,746
2/9/2014,4:10:12 AM,6:03:20,2:03:20,18:03:20,Sunday,,1391919012,,,Lane 2,137.6,137.3,>,1,Short Vehicle,2,2.957,,,15.4,57.4,49.3,65.4,0,0,758
2/9/2014,4:10:23 AM,6:18:20,2:33:20,19:03:20,Sunday,,1391919023,,,Lane 1,75.6,75.4,>,3,Two Axle Truck or Bus,2,4.3,,,16,32.2,23.9,40.5,0,0,527
2/9/2014,4:10:38 AM,6:33:20,3:03:20,20:03:20,Sunday,,1391919038,,,Lane 2,101.3,101.3,>,1,Short Vehicle,2,3.091,,,14.6,52.9,45.5,60.3,0,0,268
2/9/2014,4:10:52 AM,6:48:20,3:33:20,21:03:20,Sunday,,1391919052,,,Lane 1,82.4,82.4,>,2,Short Towing,3,5.424,,,13.4,26.8,19.8,33.8,0,0,97
2/9/2014,4:10:55 AM,7:03:20,4:03:20,22:03:20,Sunday,,1391919055,,,Lane 1,87.2,87,>,1,Short Vehicle,2,2.788,,,13.5,27.4,20.4,34.4,0,0,92
2/9/2014,4:10:59 AM,7:18:20,4:33:20,23:03:20,Sunday,,1391919059,,,Lane 2,108.1,108.2,>,1,Short Vehicle,2,3.129,,,13.2,56.7,49.9,63.5,0,0,0
2/9/2014,4:11:39 AM,7:33:20,5:03:20,0:03:20,Sunday,,1391919099,,,Lane 2,121.5,121.4,>,1,Short Vehicle,2,2.846,,,15.4,59.9,52.1,67.8,0,0,0
2/9/2014,4:11:41 AM,7:48:20,5:33:20,1:03:20,Sunday,,1391919101,,,Lane 2,138.7,138.7,>,1,Short Vehicle,2,3.121,,,13.2,57.6,50.8,64.4,0,0,0
2/9/2014,4:11:44 AM,8:03:20,6:03:20,2:03:20,Sunday,,1391919104,,,Lane 2,122.3,122.2,>,1,Short Vehicle,2,2.565,,,13.7,62.8,56,69.7,0,0,0
2/9/2014,4:11:51 AM,8:18:20,6:33:20,3:03:20,Sunday,,1391919111,,,Lane 1,92,91.9,>,1,Short Vehicle,2,2.77,,,14,29,21.7,36.4,0,0,0
2/9/2014,4:11:52 AM,8:33:20,7:03:20,4:03:20,Sunday,,1391919112,,,Lane 2,118.2,118.1,>,1,Short Vehicle,2,2.923,,,14.2,64.5,57.3,71.7,0,0,184
2/9/2014,4:11:54 AM,8:48:20,7:33:20,5:03:20,Sunday,,1391919114,,,Lane 2,136.8,136.7,>,1,Short Vehicle,2,2.392,,,15,57.5,49.6,65.3,0,0,177
2/9/2014,4:11:55 AM,9:03:20,8:03:20,6:03:20,Sunday,,1391919115,,,Lane 2,126,126.1,>,1,Short Vehicle,2,2.852,,,15.5,51.9,43.9,59.8,0,0,181
2/9/2014,4:12:02 AM,9:18:20,8:33:20,7:03:20,Sunday,,1391919122,,,Lane 1,120,120,>,1,Short Vehicle,2,2.757,,,13.5,34.2,27.4,41,0,0,204
2/9/2014,4:12:14 AM,9:33:20,9:03:20,8:03:20,Sunday,,1391919134,,,Lane 1,99.6,99.6,>,1,Short Vehicle,2,3.087,,,13.8,31.1,23.5,38.6,0,0,198
2/9/2014,4:12:24 AM,9:48:20,9:33:20,9:03:20,Sunday,,1391919144,,,Lane 2,105.2,105.3,>,1,Short Vehicle,2,2.854,,,15.3,61.3,53.5,69,0,0,172
2/9/2014,4:12:33 AM,10:03:20,10:03:20,10:03:20,Sunday,,1391919153,,,Lane 2,122.4,122.2,>,1,Short Vehicle,2,2.745,,,12.8,58.5,52,65,0,0,528
2/9/2014,4:13:11 AM,10:18:20,10:33:20,11:03:20,Sunday,,1391919191,,,Lane 2,106.6,106.4,>,1,Short Vehicle,2,3.135,,,14.2,59.4,52.2,66.6,0,0,595
2/9/2014,4:13:18 AM,10:33:20,11:03:20,12:03:20,Sunday,,1391919198,,,Lane 1,78.9,79.1,>,1,Short Vehicle,2,3.102,,,13.3,32.5,25.7,39.3,0,0,767
2/9/2014,4:13:37 AM,10:48:20,11:33:20,13:03:20,Sunday,,1391919217,,,Lane 1,110.9,110.8,>,1,Short Vehicle,2,2.693,,,14,42.1,35.1,49.1,0,0,803
2/9/2014,4:13:46 AM,11:03:20,12:03:20,14:03:20,Sunday,,1391919226,,,Lane 1,112.9,113,>,1,Short Vehicle,2,2.99,,,14,30.5,23.4,37.5,0,0,737
2/9/2014,4:13:53 AM,11:18:20,12:33:20,15:03:20,Sunday,,1391919233,,,Lane 2,132.2,132.5,>,1,Short Vehicle,2,3.072,,,15.9,60.5,52.2,68.8,0,0,691
2/9/2014,4:14:49 AM,11:33:20,13:03:20,16:03:20,Sunday,,1391919289,,,Lane 1,82,82.1,>,1,Short Vehicle,2,2.863,,,11.2,27.9,21.2,34.6,0,0,641
2/9/2014,4:14:55 AM,11:48:20,13:33:20,17:03:20,Sunday,,1391919295,,,Lane 2,129.3,129,>,1,Short Vehicle,2,2.592,,,13.1,63.6,56.8,70.3,0,0,746
2/9/2014,4:15:04 AM,12:03:20,14:03:20,18:03:20,Sunday,,1391919304,,,Lane 1,78.5,78.6,>,3,Two Axle Truck or Bus,2,3.362,,,16.2,24.2,15.7,32.6,0,0,758
2/9/2014,4:15:17 AM,12:18:20,14:33:20,19:03:20,Sunday,,1391919317,,,Lane 1,108.5,108.4,>,1,Short Vehicle,2,2.947,,,13.9,28.8,20.8,36.8,0,0,527
2/9/2014,4:15:53 AM,12:33:20,15:03:20,20:03:20,Sunday,,1391919353,,,Lane 1,94.5,94.7,>,1,Short Vehicle,2,2.781,,,11.9,27.6,21.2,34,0,0,268
2/9/2014,4:15:59 AM,12:48:20,15:33:20,21:03:20,Sunday,,1391919359,,,Lane 1,103.1,103.2,>,1,Short Vehicle,2,2.848,,,14.6,39.7,32.2,47.2,0,0,97
2/9/2014,4:16:16 AM,13:03:20,16:03:20,22:03:20,Sunday,,1391919376,,,Lane 2,139.1,139.2,>,1,Short Vehicle,2,2.842,,,15.1,64.6,56.7,72.5,0,0,92
2/9/2014,4:16:21 AM,13:18:20,16:33:20,23:03:20,Sunday,,1391919381,,,Lane 2,121.6,121.5,>,1,Short Vehicle,2,2.775,,,13.1,52.4,45.7,59.1,0,0,0
2/9/2014,4:16:27 AM,13:33:20,17:03:20,0:03:20,Sunday,,1391919387,,,Lane 1,102.2,102.2,>,1,Short Vehicle,2,2.521,,,13.1,32.5,25.7,39.3,0,0,0
2/9/2014,4:16:52 AM,13:48:20,17:33:20,1:03:20,Sunday,,1391919412,,,Lane 2,134.3,134.2,>,3,Two Axle Truck or Bus,2,3.689,,,15.5,56.8,49,64.6,0,0,0
2/9/2014,4:17:14 AM,14:03:20,18:03:20,2:03:20,Sunday,,1391919434,,,Lane 1,93,92.9,>,1,Short Vehicle,2,2.951,,,15.8,31.9,23.9,39.8,0,0,0
2/9/2014,4:17:26 AM,14:18:20,18:33:20,3:03:20,Sunday,,1391919446,,,Lane 1,121.9,121.8,>,1,Short Vehicle,2,3.079,,,16.3,32.1,23.7,40.5,0,0,0
2/9/2014,4:18:02 AM,14:33:20,19:03:20,4:03:20,Sunday,,1391919482,,,Lane 2,131.4,131.4,>,1,Short Vehicle,2,2.603,,,14.2,49.6,42.4,56.8,0,0,160
2/9/2014,4:19:15 AM,14:48:20,19:33:20,5:03:20,Sunday,,1391919555,,,Lane 2,126.3,126.6,>,1,Short Vehicle,2,2.583,,,13.4,56.7,50,63.5,0,0,177
2/9/2014,4:19:30 AM,15:03:20,20:03:20,6:03:20,Sunday,,1391919570,,,Lane 2,113.9,113.9,>,1,Short Vehicle,2,2.685,,,14,66.2,58.8,73.6,0,0,181
2/9/2014,4:19:32 AM,15:18:20,20:33:20,7:03:20,Sunday,,1391919572,,,Lane 2,141.1,141.5,>,1,Short Vehicle,2,2.921,,,12.9,63.6,56.8,70.3,0,0,204
2/9/2014,4:19:32 AM,15:33:20,21:03:20,8:03:20,Sunday,,1391919572,,,Lane 1,120.8,120.6,>,1,Short Vehicle,2,2.853,,,14.1,31.4,24,38.8,0,0,198
2/9/2014,4:20:08 AM,15:48:20,21:33:20,9:03:20,Sunday,,1391919608,,,Lane 1,85.8,85.8,>,3,Two Axle Truck or Bus,2,3.353,,,15.1,29.2,21.5,37,0,0,172
2/9/2014,4:20:22 AM,16:03:20,22:03:20,10:03:20,Sunday,,1391919622,,,Lane 2,141,141,>,1,Short Vehicle,2,2.856,,,14.9,60.2,52.5,67.8,0,0,528
2/9/2014,4:20:31 AM,16:18:20,22:33:20,11:03:20,Sunday,,1391919631,,,Lane 2,115.5,115.8,>,1,Short Vehicle,2,2.727,,,12.1,45,38.3,51.8,0,0,595
2/9/2014,4:21:09 AM,16:33:20,23:03:20,12:03:20,Sunday,,1391919669,,,Lane 1,54.1,54.3,>,3,Two Axle Truck or Bus,2,3.219,,,16.3,25.2,16.9,33.6,0,0,767
2/9/2014,4:21:30 AM,16:48:20,23:33:20,13:03:20,Sunday,,1391919690,,,Lane 1,99.9,99.8,>,1,Short Vehicle,2,2.776,,,13.4,29.4,22.3,36.6,0,0,803
2/9/2014,4:22:03 AM,17:03:20,0:03:20,14:03:20,Sunday,,1391919723,,,Lane 1,92.5,92.4,>,1,Short Vehicle,2,3.094,,,12.9,30,23.4,36.6,0,0,737
2/9/2014,4:22:15 AM,17:18:20,0:33:20,15:03:20,Sunday,,1391919735,,,Lane 1,86.1,86.1,>,1,Short Vehicle,2,2.658,,,14,31.6,24.6,38.7,0,0,691
2/9/2014,4:22:18 AM,17:33:20,1:03:20,16:03:20,Sunday,,1391919738,,,Lane 2,140.4,140.6,>,1,Short Vehicle,2,2.845,,,13.9,56.8,49.6,64,0,0,641
2/9/2014,4:22:24 AM,17:48:20,1:33:20,17:03:20,Sunday,,1391919744,,,Lane 2,116.6,116.4,>,1,Short Vehicle,2,2.995,,,14.2,61.8,54.6,68.9,0,0,746
2/9/2014,4:22:45 AM,18:03:20,2:03:20,18:03:20,Sunday,,1391919765,,,Lane 2,126.7,126.5,>,1,Short Vehicle,2,2.896,,,12.7,63.4,56.3,70.4,0,0,758
2/9/2014,4:22:53 AM,18:18:20,2:33:20,19:03:20,Sunday,,1391919773,,,Lane 2,114.9,114.7,>,1,Short Vehicle,2,3.188,,,14.4,58.5,51.2,65.9,0,0,527
2/9/2014,4:22:55 AM,18:33:20,3:03:20,20:03:20,Sunday,,1391919775,,,Lane 2,121.6,121.4,>,1,Short Vehicle,2,2.702,,,14.1,60.9,53.8,68.1,0,0,268
2/9/2014,4:23:10 AM,18:48:20,3:33:20,21:03:20,Sunday,,1391919790,,,Lane 2,114.2,114.2,>,1,Short Vehicle,2,2.812,,,13.8,58.9,51.5,66.4,0,0,97
2/9/2014,4:23:13 AM,19:03:20,4:03:20,22:03:20,Sunday,,1391919793,,,Lane 2,118.3,118.1,>,1,Short Vehicle,2,2.6,,,13.4,60,52.9,67,0,0,92
2/9/2014,4:23:22 AM,19:18:20,4:33:20,23:03:20,Sunday,,1391919802,,,Lane 1,49.1,48.7,>,3,Two Axle Truck or Bus,2,3.972,,,19.3,30.2,20.2,40.2,0,0,0
2/9/2014,4:23:58 AM,19:33:20,5:03:20,0:03:20,Sunday,,1391919838,,,Lane 2,120.2,120.3,>,1,Short Vehicle,2,3.095,,,12.9,63.1,56.6,69.6,0,0,0
2/9/2014,4:24:00 AM,19:48:20,5:33:20,1:03:20,Sunday,,1391919840,,,Lane 1,61.7,61.8,>,4,Three Axle Truck or Bus,3,5.949,,,17.7,28.1,18.1,38.2,0,0,0
2/9/2014,4:24:04 AM,20:03:20,6:03:20,2:03:20,Sunday,,1391919844,,,Lane 2,104.1,103.8,>,1,Short Vehicle,2,3.157,,,14,62.9,55.7,70.1,0,0,0
2/9/2014,4:24:11 AM,20:18:20,6:33:20,3:03:20,Sunday,,1391919851,,,Lane 2,143.1,143.2,>,1,Short Vehicle,2,2.638,,,12.8,63.6,57.1,70,0,0,0
2/9/2014,4:24:14 AM,20:33:20,7:03:20,4:03:20,Sunday,,1391919854,,,Lane 2,122.7,122.7,>,1,Short Vehicle,2,3.074,,,16.2,59.2,51.1,67.4,0,0,136
2/9/2014,4:24:19 AM,20:48:20,7:33:20,5:03:20,Sunday,,1391919859,,,Lane 1,109.7,109.4,>,1,Short Vehicle,2,2.855,,,15.2,32.8,25,40.6,0,0,177
2/9/2014,4:24:36 AM,21:03:20,8:03:20,6:03:20,Sunday,,1391919876,,,Lane 1,96.6,96.6,>,1,Short Vehicle,2,2.852,,,13.9,31.5,24.1,38.9,0,0,181
2/9/2014,4:24:47 AM,21:18:20,8:33:20,7:03:20,Sunday,,1391919887,,,Lane 1,84,83.7,>,3,Two Axle Truck or Bus,2,3.353,,,16.1,29.4,21.2,37.6,0,0,204
2/9/2014,4:25:05 AM,21:33:20,9:03:20,8:03:20,Sunday,,1391919905,,,Lane 1,102.5,102.7,>,1,Short Vehicle,2,2.534,,,8.6,33.1,26.3,39.9,0,0,198
2/9/2014,4:25:11 AM,21:48:20,9:33:20,9:03:20,Sunday,,1391919911,,,Lane 1,106.1,105.8,>,1,Short Vehicle,2,3.104,,,14.2,31,23.7,38.2,0,0,172
2/9/2014,4:25:32 AM,22:03:20,10:03:20,10:03:20,Sunday,,1391919932,,,Lane 2,136.3,136.2,>,1,Short Vehicle,2,2.914,,,13.9,54.1,47,61.3,0,0,528
